Circuit delay: 2230.00216ps
NAND-U12856: 302.08619 ps
NAND-U12857: 311.60240 ps
NAND-U12858: 277.81213 ps
NAND-U12859: 324.57081 ps
NAND-U12860: 358.22547 ps
NAND-U12861: 370.37994 ps
NAND-U12862: 394.53842 ps
NAND-U12863: 437.89673 ps
NAND-U12864: 530.90885 ps
NAND-U12865: 973.69602 ps
NAND-U12866: 968.02576 ps
NAND-U12867: 759.95918 ps
NAND-U12868: 759.96508 ps
NAND-U12869: 744.24371 ps
NAND-U12870: 754.24051 ps
NAND-U12871: 805.50284 ps
NAND-U12872: 782.57081 ps
NAND-U12873: 787.00604 ps
NAND-U12874: 860.64312 ps
NAND-U12875: 850.49514 ps
NAND-U12876: 850.49514 ps
NAND-U12877: 899.59520 ps
NAND-U12878: 863.80158 ps
NAND-U12879: 836.49054 ps
NAND-U12880: 825.28059 ps
NAND-U12881: 848.87336 ps
NAND-U12882: 794.88709 ps
NAND-U12883: 821.26163 ps
NAND-U12884: 814.75400 ps
NAND-U12885: 847.17424 ps
NAND-U12886: 831.74802 ps
NAND-U12887: 848.87714 ps
NAND-U12888: 1763.23011 ps
NAND-U12889: 1746.06345 ps
NAND-U12890: 1746.06345 ps
NAND-U12891: 916.06284 ps
NAND-U12892: 903.60759 ps
NAND-U12893: 831.74802 ps
NAND-U12894: 848.87714 ps
NAND-U12895: 1835.18628 ps
NAND-U12896: 1817.87065 ps
NAND-U12897: 1817.87065 ps
NAND-U12898: 916.06284 ps
NAND-U12899: 903.60759 ps
NAND-U12900: 794.88709 ps
NAND-U12901: 821.26163 ps
NAND-U12902: 813.80583 ps
NAND-U12903: 845.32168 ps
NAND-U12904: 831.74802 ps
NAND-U12905: 848.87714 ps
NAND-U12906: 1960.94005 ps
NAND-U12907: 1943.61910 ps
NAND-U12908: 1943.61910 ps
NAND-U12909: 916.06284 ps
NAND-U12910: 903.60759 ps
NAND-U12911: 794.88709 ps
NAND-U12912: 821.26163 ps
NAND-U12913: 813.80583 ps
NAND-U12914: 845.32168 ps
NAND-U12915: 794.88709 ps
NAND-U12916: 821.26163 ps
NAND-U12917: 813.80583 ps
NAND-U12918: 845.32168 ps
NAND-U12919: 2143.95045 ps
NAND-U12920: 2126.82451 ps
NAND-U12921: 903.60670 ps
NAND-U12922: 916.06195 ps
NAND-U12923: 831.74802 ps
NAND-U12924: 848.87714 ps
NAND-U12925: 727.36091 ps
NAND-U12926: 950.69489 ps
NAND-U12927: 692.65465 ps
NAND-U12928: 2210.62606 ps
NAND-U12929: 692.65465 ps
NAND-U12930: 2220.38190 ps
NAND-U12931: 679.21794 ps
NAND-U12932: 618.37114 ps
NAND-U12933: 577.09910 ps
NAND-U12934: 436.96565 ps
NAND-U12935: 2276.96850 ps
NAND-U12936: 2266.98570 ps
AND-U12937: 812.98476 ps
NAND-U12938: 436.96565 ps
NAND-U12939: 622.26526 ps
NAND-U12940: 624.26105 ps
NAND-U12941: 723.72037 ps
NAND-U12942: 711.92160 ps
NAND-U12943: 494.28095 ps
NAND-U12944: 605.81865 ps
NAND-U12945: 604.50423 ps
NAND-U12946: 645.77628 ps
NAND-U12947: 706.62427 ps
NAND-U12948: 494.28095 ps
NAND-U12949: 605.81865 ps
NAND-U12950: 604.50423 ps
NAND-U12951: 645.77628 ps
NAND-U12952: 706.62427 ps
NAND-U12953: 480.56629 ps
NAND-U12954: 592.11565 ps
NAND-U12955: 577.09910 ps
NAND-U12956: 742.43220 ps
NAND-U12957: 2195.33357 ps
NAND-U12958: 1347.19545 ps
NAND-U12959: 2127.82982 ps
NAND-U12960: 2127.82982 ps
NAND-U12961: 838.12794 ps
NAND-U12962: 782.90671 ps
NAND-U12963: 756.13476 ps
NAND-U12964: 784.24966 ps
NAND-U12965: 782.90671 ps
NAND-U12966: 756.13476 ps
NAND-U12967: 950.34847 ps
NAND-U12968: 1196.63283 ps
NAND-U12969: 1196.63283 ps
NAND-U12970: 1196.63283 ps
NAND-U12971: 1196.63283 ps
NAND-U12972: 1196.63283 ps
NAND-U12973: 1196.63283 ps
NAND-U12974: 1196.63283 ps
NAND-U12975: 1196.63283 ps
NAND-U12976: 1196.63283 ps
NAND-U12977: 1196.63283 ps
NAND-U12978: 1196.63283 ps
NAND-U12979: 1196.63283 ps
NAND-U12980: 1196.63283 ps
NAND-U12981: 1196.63283 ps
NAND-U12982: 1196.63283 ps
NAND-U12983: 1169.77461 ps
NAND-U12984: 1169.77461 ps
NAND-U12985: 1169.77461 ps
NAND-U12986: 1169.77461 ps
NAND-U12987: 1169.77461 ps
NAND-U12988: 1169.77461 ps
NAND-U12989: 1169.77461 ps
NAND-U12990: 1169.77461 ps
NAND-U12991: 1169.77461 ps
NAND-U12992: 1169.77461 ps
NAND-U12993: 1169.77461 ps
NAND-U12994: 1169.77461 ps
NAND-U12995: 1169.77461 ps
NAND-U12996: 1169.77461 ps
NAND-U12997: 1169.77461 ps
AND-U12998: 1241.91269 ps
NAND-U12999: 1196.63283 ps
NAND-U13000: 795.55773 ps
NAND-U13001: 795.55773 ps
NAND-U13002: 795.55773 ps
NAND-U13003: 795.55773 ps
NAND-U13004: 795.55773 ps
NAND-U13005: 795.55773 ps
NAND-U13006: 795.55773 ps
NAND-U13007: 795.55773 ps
NAND-U13008: 795.55773 ps
NAND-U13009: 795.55773 ps
NAND-U13010: 795.55773 ps
NAND-U13011: 795.55773 ps
NAND-U13012: 795.55773 ps
NAND-U13013: 795.55773 ps
NAND-U13014: 795.55773 ps
NAND-U13015: 795.55773 ps
NAND-U13016: 795.55773 ps
NAND-U13017: 795.55773 ps
NAND-U13018: 795.55773 ps
NAND-U13019: 795.55773 ps
NAND-U13020: 795.55773 ps
NAND-U13021: 795.55773 ps
NAND-U13022: 795.55773 ps
NAND-U13023: 795.55773 ps
NAND-U13024: 795.55773 ps
NAND-U13025: 795.55773 ps
NAND-U13026: 795.55773 ps
NAND-U13027: 795.55773 ps
NAND-U13028: 795.55773 ps
NAND-U13029: 795.55773 ps
NAND-U13030: 795.55773 ps
NAND-U13031: 755.50069 ps
NAND-U13032: 698.51404 ps
NAND-U13033: 760.00890 ps
AND-U13034: 2191.13823 ps
AND-U13035: 2191.13823 ps
AND-U13036: 2191.13823 ps
AND-U13037: 2191.13823 ps
AND-U13038: 2191.13823 ps
AND-U13039: 2191.13823 ps
AND-U13040: 2191.13823 ps
AND-U13041: 2191.13823 ps
AND-U13042: 2191.13823 ps
AND-U13043: 2191.13823 ps
AND-U13044: 2191.13823 ps
AND-U13045: 2191.13823 ps
AND-U13046: 2191.13823 ps
AND-U13047: 2191.13823 ps
AND-U13048: 2191.13823 ps
AND-U13049: 2191.13823 ps
AND-U13050: 2191.13823 ps
AND-U13051: 2191.13823 ps
AND-U13052: 2191.13823 ps
AND-U13053: 2191.13823 ps
AND-U13054: 2191.13823 ps
AND-U13055: 2191.13823 ps
AND-U13056: 2191.13823 ps
AND-U13057: 2191.13823 ps
AND-U13058: 2191.13823 ps
AND-U13059: 2191.13823 ps
AND-U13060: 2191.13823 ps
AND-U13061: 2191.13823 ps
AND-U13062: 2191.13823 ps
AND-U13063: 2191.13823 ps
NAND-U13064: 2061.68984 ps
NAND-U13065: 1921.56521 ps
NAND-U13066: 1921.56521 ps
NAND-U13067: 1921.56521 ps
NAND-U13068: 1921.56521 ps
NAND-U13069: 1921.56521 ps
NAND-U13070: 1921.56521 ps
NAND-U13071: 1921.56521 ps
NAND-U13072: 1921.56521 ps
NAND-U13073: 1921.56521 ps
NAND-U13074: 1921.56521 ps
NAND-U13075: 1921.56521 ps
NAND-U13076: 1921.56521 ps
NAND-U13077: 1921.56521 ps
NAND-U13078: 1921.56521 ps
NAND-U13079: 1921.56521 ps
NAND-U13080: 1921.56521 ps
NAND-U13081: 1921.56521 ps
NAND-U13082: 1921.56521 ps
NAND-U13083: 1921.56521 ps
NAND-U13084: 1921.56521 ps
NAND-U13085: 1921.56521 ps
NAND-U13086: 1921.56521 ps
NAND-U13087: 1921.56521 ps
NAND-U13088: 1921.56521 ps
NAND-U13089: 1921.56521 ps
NAND-U13090: 1921.56521 ps
NAND-U13091: 1921.56521 ps
NAND-U13092: 1921.56521 ps
NAND-U13093: 1921.56521 ps
NAND-U13094: 1921.56521 ps
NAND-U13095: 2061.68984 ps
NAND-U13096: 2185.00793 ps
NAND-U13097: 2276.96850 ps
NAND-U13098: 1643.15459 ps
NOT-U13099: 1010.39863 ps
NOT-U13100: 1025.61870 ps
NAND-U13101: 1088.55670 ps
NAND-U13102: 1209.07370 ps
NAND-U13103: 1209.07370 ps
NOT-U13104: 1131.72821 ps
NOT-U13105: 1206.80037 ps
NOT-U13106: 1277.01661 ps
NOT-U13107: 1803.23463 ps
NOT-U13108: 1344.04459 ps
NOT-U13109: 1845.04185 ps
NOT-U13110: 1439.09790 ps
NOT-U13111: 1415.05378 ps
NOT-U13112: 1420.60366 ps
NOT-U13113: 1423.78220 ps
NOT-U13114: 1439.09790 ps
NOT-U13115: 1873.05139 ps
NOT-U13116: 1439.09790 ps
NOT-U13117: 1554.92639 ps
NOT-U13118: 1582.30548 ps
NOT-U13119: 1585.90313 ps
NOT-U13120: 1739.39873 ps
NAND-U13121: 1347.44210 ps
NAND-U13122: 1366.35065 ps
NAND-U13123: 1149.48247 ps
NOT-U13124: 1990.64091 ps
NOT-U13125: 1897.11370 ps
NOT-U13126: 1905.02451 ps
NOT-U13127: 2311.59803 ps
NAND-U13128: 922.42519 ps
NAND-U13129: 946.62141 ps
NOT-U13130: 2251.02234 ps
NAND-U13131: 2185.00793 ps
NAND-U13132: 1921.56521 ps
NAND-U13133: 1513.05097 ps
NOT-U13134: 2313.43820 ps
NOT-U13135: 2066.32667 ps
NAND-U13136: 2127.82982 ps
NOT-U13137: 2230.79882 ps
NOT-U13138: 2348.55493 ps
NOT-U13139: 2040.11872 ps
NAND-U13140: 974.57646 ps
OR-U13141: 1895.83209 ps
NAND-U13142: 1044.65141 ps
NOT-U13143: 2335.45100 ps
NAND-U13144: 1473.47638 ps
NAND-U13145: 1473.47638 ps
NOT-U13146: 2232.35812 ps
NOT-U13147: 2246.01575 ps
NAND-U13148: 1473.47638 ps
NOT-U13149: 2232.34767 ps
NOT-U13150: 2252.74060 ps
NAND-U13151: 1473.47638 ps
NOT-U13152: 2278.42825 ps
NAND-U13153: 1473.47638 ps
NOT-U13154: 2237.72207 ps
NAND-U13155: 1473.47638 ps
NOT-U13156: 2261.80717 ps
NAND-U13157: 1473.47638 ps
NOT-U13158: 2220.72779 ps
NOT-U13159: 2284.90140 ps
NAND-U13160: 1473.47638 ps
NOT-U13161: 2247.79405 ps
NAND-U13162: 1473.47638 ps
NOT-U13163: 2264.52442 ps
NOT-U13164: 2284.90140 ps
NAND-U13165: 1473.47638 ps
NOT-U13166: 2246.15463 ps
NOT-U13167: 2270.23851 ps
NAND-U13168: 1473.47638 ps
NOT-U13169: 2229.34724 ps
NOT-U13170: 2265.83338 ps
NAND-U13171: 1473.47638 ps
NOT-U13172: 2230.60215 ps
NOT-U13173: 2244.27050 ps
NAND-U13174: 1473.47638 ps
NOT-U13175: 2172.33185 ps
NAND-U13176: 900.35360 ps
NAND-U13177: 895.42447 ps
NAND-U13178: 895.42447 ps
NAND-U13179: 1016.59128 ps
NAND-U13180: 1563.48773 ps
NAND-U13181: 1563.48773 ps
NAND-U13182: 1563.48773 ps
NAND-U13183: 1563.48773 ps
NAND-U13184: 1563.48773 ps
NAND-U13185: 1563.48773 ps
NAND-U13186: 1563.48773 ps
NAND-U13187: 1563.48773 ps
NAND-U13188: 1563.48773 ps
NAND-U13189: 1563.48773 ps
NAND-U13190: 1563.48773 ps
NAND-U13191: 1563.48773 ps
NAND-U13192: 834.85072 ps
NAND-U13193: 1536.64453 ps
NAND-U13194: 1536.64453 ps
NAND-U13195: 1536.64453 ps
NAND-U13196: 1536.64453 ps
NAND-U13197: 1536.64453 ps
NAND-U13198: 1536.64453 ps
NAND-U13199: 1536.64453 ps
NAND-U13200: 1536.64453 ps
NAND-U13201: 1536.64453 ps
NAND-U13202: 1536.64453 ps
NAND-U13203: 1536.64453 ps
NAND-U13204: 1536.64453 ps
NAND-U13205: 868.61197 ps
NAND-U13206: 899.10893 ps
NAND-U13207: 868.61197 ps
NAND-U13208: 1563.48773 ps
NAND-U13209: 895.41485 ps
NAND-U13210: 812.98476 ps
NAND-U13211: 1885.65249 ps
OR-U13212: 2128.92778 ps
OR-U13213: 2129.93508 ps
NAND-U13214: 1209.07370 ps
NAND-U13215: 2187.11177 ps
NAND-U13216: 2022.29255 ps
NAND-U13217: 2114.21227 ps
NOT-U13218: 2188.50688 ps
NOT-U13219: 2188.50688 ps
OR-U13220: 2245.38778 ps
NAND-U13221: 2276.96850 ps
OR-U13222: 2286.75259 ps
NAND-U13223: 2293.63237 ps
NOT-U13224: 2344.09611 ps
NOT-U13225: 2276.96850 ps
NAND-U13226: 1921.56521 ps
NAND-U13227: 1921.56521 ps
NAND-U13228: 2294.69318 ps
NAND-U13229: 1343.41691 ps
NAND-U13230: 1343.41691 ps
NAND-U13231: 2120.32638 ps
NAND-U13232: 2165.24891 ps
NAND-U13233: 1337.69880 ps
NAND-U13234: 2185.00793 ps
NAND-U13235: 1367.34138 ps
NAND-U13236: 1367.34138 ps
NAND-U13237: 2193.91072 ps
NAND-U13238: 2163.31376 ps
NAND-U13239: 2163.31376 ps
NAND-U13240: 814.02098 ps
NAND-U13241: 803.66970 ps
NAND-U13242: 709.20045 ps
NAND-U13243: 629.57479 ps
NAND-U13244: 1127.56228 ps
NAND-U13245: 1048.94952 ps
NAND-U13246: 1033.96280 ps
NAND-U13247: 1020.58877 ps
NAND-U13248: 2185.00793 ps
NAND-U13249: 2120.32638 ps
NAND-U13250: 2120.32638 ps
NAND-U13251: 2120.32638 ps
NAND-U13252: 2120.32638 ps
AND-U13253: 1635.82789 ps
AND-U13254: 1640.42714 ps
AND-U13255: 1602.79199 ps
AND-U13256: 1602.79199 ps
AND-U13257: 1562.87913 ps
AND-U13258: 1562.87913 ps
AND-U13259: 1529.84322 ps
AND-U13260: 1529.84322 ps
AND-U13261: 1535.73744 ps
AND-U13262: 1502.70154 ps
AND-U13263: 1502.70154 ps
AND-U13264: 1502.70154 ps
AND-U13265: 1482.52292 ps
AND-U13266: 1482.52292 ps
AND-U13267: 1449.48701 ps
AND-U13268: 1449.48701 ps
AND-U13269: 1429.77175 ps
AND-U13270: 1429.77175 ps
AND-U13271: 1429.77175 ps
AND-U13272: 1462.80766 ps
AND-U13273: 1439.21776 ps
AND-U13274: 1406.18186 ps
AND-U13275: 1406.18186 ps
AND-U13276: 1439.21776 ps
AND-U13277: 1366.35065 ps
AND-U13278: 1366.35065 ps
AND-U13279: 1366.35065 ps
AND-U13280: 1380.17060 ps
AND-U13281: 1380.47800 ps
AND-U13282: 1380.47800 ps
AND-U13283: 1347.44210 ps
AND-U13284: 1347.44210 ps
AND-U13285: 1070.12025 ps
AND-U13286: 1019.79994 ps
AND-U13287: 1019.79994 ps
AND-U13288: 1043.83272 ps
AND-U13289: 1118.86070 ps
AND-U13290: 1118.86070 ps
AND-U13291: 1068.54039 ps
AND-U13292: 1092.57317 ps
AND-U13293: 1007.02135 ps
AND-U13294: 1007.02135 ps
AND-U13295: 956.70104 ps
AND-U13296: 980.73382 ps
AND-U13297: 1015.43880 ps
AND-U13298: 965.11849 ps
AND-U13299: 965.11849 ps
AND-U13300: 965.11849 ps
AND-U13301: 1510.76049 ps
AND-U13302: 1496.94054 ps
AND-U13303: 1496.94054 ps
AND-U13304: 1496.94054 ps
AND-U13305: 1500.30557 ps
AND-U13306: 1500.30557 ps
AND-U13307: 1500.30557 ps
AND-U13308: 1514.12552 ps
AND-U13309: 1496.94956 ps
AND-U13310: 1483.12961 ps
AND-U13311: 1483.12961 ps
AND-U13312: 1483.12961 ps
AND-U13313: 1433.81626 ps
AND-U13314: 1419.99631 ps
AND-U13315: 1419.99631 ps
AND-U13316: 1419.99631 ps
AND-U13317: 1518.91306 ps
AND-U13318: 1505.09311 ps
AND-U13319: 1505.09311 ps
AND-U13320: 1505.09311 ps
AND-U13321: 1524.55305 ps
AND-U13322: 1510.73310 ps
AND-U13323: 1510.73310 ps
AND-U13324: 1510.73310 ps
AND-U13325: 1499.30838 ps
AND-U13326: 1485.48843 ps
AND-U13327: 1485.48843 ps
AND-U13328: 1485.48843 ps
AND-U13329: 1645.17477 ps
AND-U13330: 1645.17477 ps
AND-U13331: 1612.13888 ps
AND-U13332: 1612.13888 ps
NOR-U13333: 2148.36123 ps
AND-U13334: 2148.36123 ps
AND-U13335: 895.86777 ps
AND-U13336: 864.87580 ps
AND-U13337: 832.49062 ps
NAND-U13338: 965.11849 ps
NAND-U13339: 956.70104 ps
NAND-U13340: 1212.01905 ps
NAND-U13341: 1221.78889 ps
NAND-U13342: 1019.79994 ps
NAND-U13343: 1068.54039 ps
NAND-U13344: 1232.20424 ps
NAND-U13345: 1253.49402 ps
NAND-U13346: 740.23891 ps
NAND-U13347: 1502.70154 ps
NAND-U13348: 1602.79199 ps
NAND-U13349: 1091.81867 ps
NAND-U13350: 801.67741 ps
NAND-U13351: 1537.30382 ps
NAND-U13352: 1343.41691 ps
NAND-U13353: 2180.57451 ps
NAND-U13354: 1337.69880 ps
NAND-U13355: 1367.34138 ps
NOT-U13356: 2378.14816 ps
NAND-U13357: 2239.68035 ps
NOT-U13358: 2323.99438 ps
NAND-U13359: 2185.00793 ps
NAND-U13360: 2319.73448 ps
OR-U13361: 2343.49767 ps
NOT-U13362: 2187.11177 ps
NOT-U13363: 2239.68035 ps
NOT-U13364: 870.74977 ps
NOT-U13365: 2185.00793 ps
NOT-U13366: 2293.63237 ps
NOT-U13367: 1856.71534 ps
NOT-U13368: 1535.53850 ps
NAND-U13369: 2266.98570 ps
NAND-U13370: 2282.52585 ps
NAND-U13371: 2266.98570 ps
NAND-U13372: 2266.98570 ps
NAND-U13373: 998.83232 ps
NAND-U13374: 923.25263 ps
NAND-U13375: 789.80158 ps
NAND-U13376: 742.46406 ps
NAND-U13377: 922.42519 ps
NAND-U13378: 1713.70911 ps
NAND-U13379: 2015.41334 ps
NAND-U13380: 1917.60287 ps
NAND-U13381: 967.20330 ps
NAND-U13382: 922.42519 ps
NAND-U13383: 1070.12025 ps
NAND-U13384: 1072.16168 ps
NAND-U13385: 1070.12025 ps
NAND-U13386: 1072.16168 ps
NAND-U13387: 1043.82461 ps
NAND-U13388: 1019.79994 ps
NAND-U13389: 1019.79994 ps
NAND-U13390: 1070.11224 ps
NAND-U13391: 1072.15367 ps
NAND-U13392: 1070.11224 ps
NAND-U13393: 1019.79994 ps
NAND-U13394: 1019.79994 ps
NAND-U13395: 1043.83272 ps
NAND-U13396: 1072.16178 ps
NAND-U13397: 1043.83272 ps
NAND-U13398: 1043.83272 ps
NAND-U13399: 1118.86070 ps
NAND-U13400: 1120.90213 ps
NAND-U13401: 1120.90213 ps
NAND-U13402: 1120.90213 ps
NAND-U13403: 1120.90213 ps
NAND-U13404: 1118.86070 ps
NAND-U13405: 1118.86070 ps
NAND-U13406: 1118.86070 ps
NAND-U13407: 1068.54039 ps
NAND-U13408: 1068.54039 ps
NAND-U13409: 1068.54039 ps
NAND-U13410: 1068.54039 ps
NAND-U13411: 1092.57317 ps
NAND-U13412: 1092.57317 ps
NAND-U13413: 1092.57317 ps
NAND-U13414: 1092.57317 ps
NAND-U13415: 1015.43880 ps
NAND-U13416: 1017.48023 ps
NAND-U13417: 1015.43880 ps
NAND-U13418: 1015.43880 ps
NAND-U13419: 989.14317 ps
NAND-U13420: 965.11849 ps
NAND-U13421: 1015.43080 ps
NAND-U13422: 1017.47223 ps
NAND-U13423: 1017.47223 ps
NAND-U13424: 1017.47223 ps
NAND-U13425: 965.11849 ps
NAND-U13426: 965.11849 ps
NAND-U13427: 965.11849 ps
NAND-U13428: 989.14317 ps
NAND-U13429: 989.14317 ps
NAND-U13430: 989.14317 ps
NAND-U13431: 1007.02135 ps
NAND-U13432: 1007.02135 ps
NAND-U13433: 1007.02135 ps
NAND-U13434: 1009.06278 ps
NAND-U13435: 1009.06278 ps
NAND-U13436: 1009.06278 ps
NAND-U13437: 1007.02135 ps
NAND-U13438: 1009.06278 ps
NAND-U13439: 956.70104 ps
NAND-U13440: 956.70104 ps
NAND-U13441: 956.70104 ps
NAND-U13442: 956.70104 ps
NAND-U13443: 980.73382 ps
NAND-U13444: 980.73382 ps
NAND-U13445: 980.73382 ps
NAND-U13446: 980.73382 ps
NAND-U13447: 740.12650 ps
NAND-U13448: 870.87501 ps
NAND-U13449: 870.87501 ps
NAND-U13450: 872.91644 ps
NAND-U13451: 870.87501 ps
NAND-U13452: 870.87501 ps
NAND-U13453: 872.91644 ps
NAND-U13454: 872.91644 ps
NAND-U13455: 872.91644 ps
NAND-U13456: 844.58748 ps
NAND-U13457: 844.58748 ps
NAND-U13458: 844.58748 ps
NAND-U13459: 844.58748 ps
NAND-U13460: 897.02085 ps
NAND-U13461: 897.02085 ps
NAND-U13462: 846.70854 ps
NAND-U13463: 846.70854 ps
NAND-U13464: 846.70854 ps
NAND-U13465: 846.70854 ps
NAND-U13466: 870.73322 ps
NAND-U13467: 870.73322 ps
NAND-U13468: 870.74132 ps
NAND-U13469: 870.74132 ps
NAND-U13470: 899.07039 ps
NAND-U13471: 899.07039 ps
NAND-U13472: 897.02885 ps
NAND-U13473: 897.02885 ps
NAND-U13474: 899.07028 ps
NAND-U13475: 899.07028 ps
NAND-U13476: 923.29977 ps
NAND-U13477: 925.34120 ps
NAND-U13478: 923.29977 ps
NAND-U13479: 923.29977 ps
NAND-U13480: 923.29977 ps
NAND-U13481: 925.34120 ps
NAND-U13482: 925.34120 ps
NAND-U13483: 925.34120 ps
NAND-U13484: 872.97946 ps
NAND-U13485: 872.97946 ps
NAND-U13486: 872.97946 ps
NAND-U13487: 872.97946 ps
NAND-U13488: 897.01225 ps
NAND-U13489: 897.01225 ps
NAND-U13490: 897.01225 ps
NAND-U13491: 897.01225 ps
NAND-U13492: 902.59627 ps
NAND-U13493: 902.59627 ps
NAND-U13494: 900.55484 ps
NAND-U13495: 900.55484 ps
NAND-U13496: 900.54683 ps
NAND-U13497: 850.23453 ps
NAND-U13498: 850.23453 ps
NAND-U13499: 850.23453 ps
NAND-U13500: 850.23453 ps
NAND-U13501: 874.25920 ps
NAND-U13502: 874.25920 ps
NAND-U13503: 874.25920 ps
NAND-U13504: 874.26731 ps
NAND-U13505: 902.59637 ps
NAND-U13506: 902.59637 ps
NAND-U13507: 900.55494 ps
NAND-U13508: 1233.44757 ps
NOT-U13509: 2014.21587 ps
NAND-U13510: 1251.94621 ps
NAND-U13511: 1091.81867 ps
NAND-U13512: 1157.78182 ps
NAND-U13513: 1535.73744 ps
NAND-U13514: 1574.29404 ps
NAND-U13515: 1574.29404 ps
NAND-U13516: 1535.73744 ps
NAND-U13517: 1502.70154 ps
NAND-U13518: 1540.32237 ps
NAND-U13519: 1535.73749 ps
NAND-U13520: 1557.32620 ps
NAND-U13521: 1574.06855 ps
NAND-U13522: 1535.73749 ps
NAND-U13523: 1540.32237 ps
NAND-U13524: 1502.70154 ps
NAND-U13525: 1502.70154 ps
NAND-U13526: 1540.32237 ps
NAND-U13527: 1540.32237 ps
NAND-U13528: 1502.70154 ps
NAND-U13529: 740.23891 ps
NAND-U13530: 1521.07951 ps
NAND-U13531: 1521.07951 ps
NAND-U13532: 1482.52292 ps
NAND-U13533: 1482.52292 ps
NAND-U13534: 1482.52292 ps
NAND-U13535: 1504.11162 ps
NAND-U13536: 1520.85398 ps
NAND-U13537: 1482.52292 ps
NAND-U13538: 1487.10784 ps
NAND-U13539: 1449.48701 ps
NAND-U13540: 1449.48701 ps
NAND-U13541: 1449.48701 ps
NAND-U13542: 1487.10784 ps
NAND-U13543: 1487.10784 ps
NAND-U13544: 1487.10784 ps
NAND-U13545: 1449.48701 ps
NAND-U13546: 1449.48701 ps
NAND-U13547: 1462.80770 ps
NAND-U13548: 1501.36429 ps
NAND-U13549: 1429.77175 ps
NAND-U13550: 1467.39258 ps
NAND-U13551: 1467.39258 ps
NAND-U13552: 1467.39258 ps
NAND-U13553: 1429.77175 ps
NAND-U13554: 1429.77175 ps
NAND-U13555: 1429.77175 ps
NAND-U13556: 1467.39258 ps
NAND-U13557: 1462.80770 ps
NAND-U13558: 1501.36429 ps
NAND-U13559: 1462.80766 ps
NAND-U13560: 1462.80766 ps
NAND-U13561: 1484.39636 ps
NAND-U13562: 1501.13872 ps
NAND-U13563: 1477.54883 ps
NAND-U13564: 1460.80647 ps
NAND-U13565: 1439.21776 ps
NAND-U13566: 1439.21776 ps
NAND-U13567: 1477.77440 ps
NAND-U13568: 1406.18186 ps
NAND-U13569: 1443.80269 ps
NAND-U13570: 1443.80269 ps
NAND-U13571: 1443.80269 ps
NAND-U13572: 1406.18186 ps
NAND-U13573: 1406.18186 ps
NAND-U13574: 1406.18186 ps
NAND-U13575: 1443.80264 ps
NAND-U13576: 1439.21776 ps
NAND-U13577: 1477.77435 ps
NAND-U13578: 1439.21776 ps
NAND-U13579: 1406.18186 ps
NOT-U13580: 1467.15969 ps
NAND-U13581: 1380.17060 ps
NAND-U13582: 1366.35065 ps
NAND-U13583: 1366.35065 ps
NAND-U13584: 1366.35065 ps
NAND-U13585: 1366.35065 ps
NAND-U13586: 1366.35065 ps
NAND-U13587: 1366.35065 ps
NAND-U13588: 1366.35065 ps
NAND-U13589: 1366.35065 ps
NAND-U13590: 1380.17060 ps
NAND-U13591: 1380.17060 ps
NAND-U13592: 1380.17060 ps
NAND-U13593: 1380.17060 ps
NAND-U13594: 1380.17060 ps
NAND-U13595: 1380.17060 ps
NAND-U13596: 1380.17060 ps
NAND-U13597: 1380.47800 ps
NAND-U13598: 1419.03459 ps
NAND-U13599: 1419.03459 ps
NAND-U13600: 1380.47800 ps
NAND-U13601: 1380.47800 ps
NAND-U13602: 1402.06671 ps
NAND-U13603: 1418.80907 ps
NAND-U13604: 1380.47800 ps
NAND-U13605: 1385.06293 ps
NAND-U13606: 1347.44210 ps
NAND-U13607: 1347.44210 ps
NAND-U13608: 1347.44210 ps
NAND-U13609: 1385.06293 ps
NAND-U13610: 1385.06293 ps
NAND-U13611: 1385.06293 ps
NAND-U13612: 1347.44210 ps
NOT-U13613: 764.84839 ps
NAND-U13614: 1391.88301 ps
NAND-U13615: 1807.39396 ps
NAND-U13616: 1320.43237 ps
NAND-U13617: 1562.87913 ps
NAND-U13618: 1562.87913 ps
NAND-U13619: 1562.87913 ps
NAND-U13620: 1601.43572 ps
NAND-U13621: 1584.46784 ps
NAND-U13622: 1601.21019 ps
NAND-U13623: 1601.43572 ps
NAND-U13624: 1562.87913 ps
NAND-U13625: 1567.46405 ps
NAND-U13626: 1529.84322 ps
NAND-U13627: 1529.84322 ps
NAND-U13628: 1529.84322 ps
NAND-U13629: 1567.46405 ps
NAND-U13630: 1567.46405 ps
NAND-U13631: 1567.46405 ps
NAND-U13632: 1529.84322 ps
NAND-U13633: 1635.82789 ps
NAND-U13634: 1635.82789 ps
NAND-U13635: 1635.82789 ps
NAND-U13636: 1674.38448 ps
NAND-U13637: 1640.42714 ps
NAND-U13638: 1640.42714 ps
NAND-U13639: 1640.42714 ps
NAND-U13640: 1674.39885 ps
NAND-U13641: 1674.15900 ps
NAND-U13642: 1635.82794 ps
NAND-U13643: 1602.79199 ps
NAND-U13644: 1640.41282 ps
NAND-U13645: 1602.79199 ps
NAND-U13646: 1657.41665 ps
NAND-U13647: 1602.79199 ps
NAND-U13648: 1602.79199 ps
NAND-U13649: 797.93164 ps
NAND-U13650: 818.11793 ps
NAND-U13651: 807.13250 ps
NAND-U13652: 843.11990 ps
